Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2023-07-11,185.65060424804688,128.77999877929688,116.17977142333984,325.4886169433594,269.7900085449219
2023-07-12,187.3187713623047,130.8000030517578,117.95510864257812,330.11920166015625,271.989990234375
2023-07-13,188.07882690429688,134.3000030517578,123.51911163330078,335.464599609375,277.8999938964844
2023-07-14,188.22689819335938,134.67999267578125,124.39190673828125,337.99041748046875,281.3800048828125
2023-07-17,191.48426818847656,133.55999755859375,123.62821960449219,338.4701232910156,290.3800048828125
2023-07-18,191.2276153564453,132.8300018310547,122.7455062866211,351.941162109375,293.3399963378906
2023-07-19,192.57994079589844,135.36000061035156,121.02969360351562,347.623779296875,291.260009765625
2023-07-20,190.63539123535156,129.9600067138672,118.222900390625,339.586181640625,262.8999938964844
2023-07-21,189.46075439453125,130.0,119.03616333007812,336.55133056640625,260.0199890136719
2023-07-24,190.26028442382812,128.8000030517578,120.5337905883789,337.8631896972656,269.05999755859375
2023-07-25,191.11904907226562,129.1300048828125,121.20821380615234,343.60992431640625,265.2799987792969
2023-07-26,191.98768615722656,128.14999389648438,128.2103271484375,330.67730712890625,264.3500061035156
2023-07-27,190.72421264648438,128.25,128.3392791748047,323.7753601074219,255.7100067138672
2023-07-28,193.30050659179688,132.2100067138672,131.4932098388672,331.2646484375,266.44000244140625
2023-07-31,193.91250610351562,133.67999267578125,131.63206481933594,328.8661804199219,267.42999267578125
2023-08-01,193.08334350585938,131.69000244140625,130.47164916992188,329.27728271484375,261.07000732421875
2023-08-02,190.09246826171875,128.2100067138672,127.32764434814453,320.6229553222656,254.11000061035156
2023-08-03,188.70069885253906,128.91000366210938,127.39704895019531,319.8006286621094,259.32000732421875
2023-08-04,179.63925170898438,139.57000732421875,127.05984497070312,320.8970642089844,253.86000061035156
2023-08-07,176.5398406982422,142.22000122070312,130.4518280029297,323.1781311035156,251.4499969482422
2023-08-08,177.4775390625,139.94000244140625,130.32289123535156,319.2033996582031,249.6999969482422
